1,517;0,015
3,034;0,016
4,551;0,013
6,068;0,012
7,585;0,011
9,102;0,005
10,619;0,010
12,136;0,012
13,653;0,007
15,170;0,007
16,687;0,011
18,204;0,007
19,721;0,013
21,238;0,004
22,755;0,011
24,272;0,005
25,789;0,010
27,306;0,017
28,823;0,004
30,340;0,008
31,857;0,016
33,374;0,015
34,891;0,009
36,408;0,009
37,925;0,010
39,442;0,010
40,959;0,015
42,476;0,011
43,993;0,016
45,510;0,005
47,027;0,004
48,544;0,018
50,061;0,011
51,578;0,011
53,095;0,009
54,612;0,010
56,129;0,009
57,646;0,008
59,163;0,007
60,680;0,017
62,197;0,017
63,714;0,011
65,231;0,012
66,748;0,013
68,265;0,011
69,782;0,007
71,299;0,009
72,816;0,004
74,333;0,019
75,850;0,010
77,367;0,012
78,883;0,014
80,400;0,004
81,917;0,008
83,434;0,005
84,951;0,010
86,468;0,009
87,985;0,009
89,502;0,011
91,019;0,016
92,536;0,016
94,053;0,015
95,570;0,007
97,087;0,028
98,604;0,016
100,121;0,013
101,638;0,010
103,155;0,004
104,672;0,013
106,189;0,010
107,706;0,008
109,223;0,005
110,740;0,013
112,257;0,011
113,774;0,009
115,291;0,007
116,808;0,013
118,325;0,007
119,842;0,024
121,359;0,005
122,876;0,013
124,393;0,014
125,910;0,013
127,427;0,006
128,944;0,008
130,461;0,011
131,978;0,008
133,495;0,015
135,012;0,022
136,529;0,009
138,046;0,015
139,563;0,019
141,080;0,010
142,597;0,012
144,114;0,013
145,631;0,012
147,148;0,011
148,665;0,005
150,182;0,014
151,699;0,013
153,216;0,013
154,733;0,007
156,250;0,004
157,767;0,018
159,284;0,013
160,801;0,015
162,318;0,017
163,835;0,012
165,352;0,009
166,869;0,011
168,386;0,017
169,903;0,015
171,420;0,015
172,937;0,009
174,454;0,018
175,971;0,009
177,488;0,005
179,005;0,011
180,522;0,009
182,039;0,009
183,556;0,007
185,073;0,004
186,590;0,011
188,107;0,013
189,624;0,016
191,141;0,010
192,658;0,006
194,175;0,010
195,692;0,009
197,209;0,013
198,726;0,014
200,243;0,016
201,760;0,010
203,277;0,011
204,794;0,013
206,311;0,007
207,828;0,005
209,345;0,012
210,862;0,016
212,379;0,010
213,896;0,009
215,413;0,006
216,930;0,005
218,447;0,006
219,964;0,009
221,481;0,011
222,998;0,015
224,515;0,006
226,032;0,010
227,549;0,009
229,066;0,008
230,583;0,015
232,100;0,006
233,617;0,012
235,133;0,021
236,650;0,002
238,167;0,008
239,684;0,005
241,201;0,008
242,718;0,007
244,235;0,012
245,752;0,016
247,269;0,014
248,786;0,006
250,303;0,013
251,820;0,011
253,337;0,005
254,854;0,005
256,371;0,010
257,888;0,004
259,405;0,015
260,922;0,014
262,439;0,008
263,956;0,009
265,473;0,014
266,990;0,013
268,507;0,011
270,024;0,010
271,541;0,005
273,058;0,004
274,575;0,009
276,092;0,012
277,609;0,004
279,126;0,011
280,643;0,012
282,160;0,006
283,677;0,012
285,194;0,010
286,711;0,005
288,228;0,015
289,745;0,013
291,262;0,020
292,779;0,007
294,296;0,015
295,813;0,010
297,330;0,005
298,847;0,013
300,364;0,012
301,881;0,011
303,398;0,020
